ICICI Bank| Credit Card|"""Good"""|                                 I have selected ICICI corral  credit card past  1 year ago using this credit card its is life time free credit card . while using petrol pump i receive rewards points  , while transaction through online  flip cart, amazon, i will received  rewards points  . while document  submitted through executive  they given  given clear information there is no delay credit card , no sufficient is limit is provide from banker end. |HA|                                     , mumbai|                                     Reviewed on Jul 10, 2019
ICICI Bank| Credit Card|"""Very good bank """|"                                 ICICI is very good card to use. I am holding this card for last 10 years and the credit limit is quite satisfactory. I am not interested in upgrading the card if the card has any annual fee. i̢??m planning to close all the card. Whenever they are deducting the annual charges and based on the whole year transaction, they are reversing the annual fee to the customer. Its quite easy to reach out their customer care. 
 "|KUNWAR|                                     , new delhi|                                     Reviewed on Jul 10, 2019
ICICI Bank| Credit Card|"""Good card"""|"                                 Online application is also very useful for keeping track of all the spendings. ICICI  is the best in service, the card is handy . It is chargeable card . Overall it is good . I've a ICICI   BANK  Credit card. I've been using this card for past few year   and never had to approach the customer care. 
 "|KHAN KHAN|                                     , delhi|                                     Reviewed on Jul 10, 2019
ICICI Bank| Saving Account|"""Good service"""|"                                 ""
 It was a very good experience with ICICI  BANK ,  Their branch services are good and the customer support services are also very good. There is no hidden charges with this bank . Their services are also good. I never had any issues with their services. It is zero balance account i do not have to maintain minimum balance . 
 "|SHAHR|                                     , delhi|                                     Reviewed on Jul 10, 2019
ICICI Bank| Saving Account|"""Excellent service"""|                                 I have been holding my savings since from 2007, here are no charges applicable with the bank added on that the on line banking is good with the bank added on that the customer support is good with the bank. Whenever i face issue their agent use to help me out .|S|                                     , new delhi|                                     Reviewed on Jul 10, 2019
ICICI Bank| Credit Card|"""Good card"""|"                                 I am happy with credit card of ICICI  BANK credit  card , i have not face nay issue , i have choose this card because it is life time card , there are offers also such as reward points is there till date i did not got but they said i will get soon . I am holding this card for past few years , till date i have not no issue, 
 "|THIL|                                     , chennai|                                     Reviewed on Jul 10, 2019
ICICI Bank| Credit Card|"""Excellent service"""|                                 I have been holding ICICI bank gold credit card from long time, they have not charged me annual fee as it is life time free credit card, the credit limit which they have given to me was good, their service is up to the mark, their mobile application user friendly so far i did not face any issue.|WAHAB|                                     , new delhi|                                     Reviewed on Jul 10, 2019
ICICI Bank| Credit Card|"""Good card"""|"                                 
 The reward point system is also very good. I never faced any issues with their services. My credit card was taken with ICICI BANK , i am holding this card for more than 1 year .  
 They were giving some additional offers as well. The limit was very good. The experience is good. 
 "|GANESH |                                     , mumbai|                                     Reviewed on Jul 10, 2019
ICICI Bank| Saving Account|"""GOOD"""|                                 This is the savings account that i am using with the ICICI BANK where there are no charges applicable with the banking process also there is no minimum balance should be maintained with the banking process. The online banking is good with the bank.|S M|                                     , mumbai|                                     Reviewed on Jul 10, 2019
ICICI Bank| Credit Card|"""GOOD"""|                                 I am having the credit card with ICICI BANK where there is a credit limit which is lesser provided with the card, it is a payable card. I am holding the coral card where it is a good card to use. The application is good to use which has hassle free to use.|TULASKAR|                                     , mumbai|                                     Reviewed on Jul 10, 2019
ICICI Bank| Saving Account|"""GOOD"""|                                 It is a zero balance account that i am using since from last few years with the ICICI BANK also there are no charges applicable with the bank added on that the online banking is good with the bank added on that the customer support is good with the bank.|A R|                                     , pune|                                     Reviewed on Jul 10, 2019
ICICI Bank| Credit Card|"""GOOD"""|                                 I am using the credit card with ICICI BANK where there are good benefits available with the card and i am using it since from last 5-6 months. The card has the good offers with the shopping, fuel purpose. There are EMI option available with the card.|RAVINDRA|                                     , pune|                                     Reviewed on Jul 10, 2019
ICICI Bank| Credit Card|"""Excellent"""|                                 I am holding a Coral credit card from ICICI Bank. Enough credit limit and it is a lifetime free card. There is cashback offer and reward points and offers on Amazon. I am using this card mainly for fuel. I get weekly one movie ticket buy one get one free. It's been 4-5 months I am using this card.|KD|                                     , new delhi|                                     Reviewed on Jul 13, 2019
ICICI Bank| Credit Card|"""Need to improve service"""|                                  I am holding ICICI bank credit card for more than one year. It is an annual fee chargeable.The credit limit is sufficient to use for this card. There was some issue so I raised a concern for that and they credited 5 thousands after that it affects emi payments, credit score and I am unable to pay for an other expenses. |NA|                                     , pune|                                     Reviewed on Jul 13, 2019
ICICI Bank| Saving Account|"""Excellent"""|                                 I have salary account with ICICI Bank. They are providing an excellent service. I have been holding this account for 14 years. There is no hidden charges. Annual fee is Rs. 499. Every months I get one movie ticket. Buy one get one free. Customer service is excellent.|LS|                                     , new delhi|                                     Reviewed on Jul 13, 2019
ICICI Bank| Saving Account|"""Good"""|                                 I have selected ICICI saving account  past 5 years ago  no need to maintain  minimum balance.Near my location ATM is less, Customer service is good and responsive.while  documents submitted through  executive there no delay receive debit card|ND|                                     , hyderabad|                                     Reviewed on Jul 13, 2019
ICICI Bank| Credit Card|"""GOOD"""|                                 I have selected ICICI bank  coral credit card before 6 months ago using this credit card .Customer service is  good and responsive .Based saving account i received credit card sufficient limit is provide from banker end  . Mobile application user friendly |HA|                                     , hyderabad|                                     Reviewed on Jul 13, 2019
ICICI Bank| Personal Loan|"""Good Experience"""|"                                 ICICI gave me Rs. 2 lakhs of loan with 14.99% of interest, the customer executive response is prompt. I paid all the emi even I got the NOC letter on time. The loan documentation was completed on time and also they sanctioned the amount without any hassles.
 "|NATHA|                                     , chennai|                                     Reviewed on Jul 13, 2019
ICICI Bank| Saving Account|"""Huge networks of banking services"""|                                 I do not have any problem with my ICICI savings account. Its been more than 15 years i hold a account with them and i need to maintain a minimum balance of Rs. 3000 and sometimes with the low balance which i have in my account, they used to charge for the all overall transaction and the ATM card since they are giving a good response and i do not care about the charges. |ANONYMS|                                     , new delhi|                                     Reviewed on Jul 13, 2019
ICICI Bank| Two Wheeler Loan|"""Quite Good service"""|                                 In 2016, i took the ICICI loan which is a purchase of my bike. I'm not satisfied with their repayment process and when my cheque got bounced they have charged me a huge amount of Rs. 500 being a good client sometimes it happened. I am having account with ICICI hence i have chosen them. |  SHARMA|                                     , new delhi|                                     Reviewed on Jul 13, 2019
ICICI Bank| Credit Card|"""Good Service"""|                                 I have ICICI Bank credit card which was taken through Bank directly .I am using this  credit card for the past 2 years  and there was no difficulties faced so far .There will be offers on croma on Thursday .I have got very good credit limit and this card was good to use and so far not faced any drawback .|MILIND |                                     , mumbai|                                     Reviewed on Jul 13, 2019
ICICI Bank| Credit Card|"""Medium satified"""|                                 I have selected ICICI credit card  past 7 years ago .while documents submitted  through directly bank .Its is life time free credit card.sufficient limit is provide from banker end.while transaction is there Rewards point ans cash back offer is applicable.|DY|                                     , hyderabad|                                     Reviewed on Jul 13, 2019
ICICI Bank| Saving Account|"""Unhappy"""|                                 I having holding ICICI  bank saving account customer service is better .while documents submitted through executive so there is no delay receive debit card .Near by location ATM is available more . once my salary credited i will transfer to another account. Iam using through mobile application its user friendly application.|RE|                                     , hyderabad|                                     Reviewed on Jul 13, 2019
ICICI Bank| Saving Account|"""Good and it have been better"""|                                 I didn't have any conversation with the ICICI customer care. More than 5 years i hold a account with them. Their online banking facility and mobile app is good. The service is satisfactory one and its a zero balance. There is a charges of Rs. 10 for every IMPS transactions. |REDDY  |                                     , bangalore|                                     Reviewed on Jul 13, 2019
ICICI Bank| Car Loan|"""Flexibility should be there for salaried people"""|                                 I have a account with ICICI which is salary account and i thought that the process will be less but the processing fee is bit higher compared to other and they were not ready to reduce the interest rate as well hence i have rejected the loan from my end with ICICI. There is a processing fee of Rs. 7500 for the loan amount of Rs. 5 lakhs.|GURU|                                     , bangalore|                                     Reviewed on Jul 13, 2019
ICICI Bank| Home Loan|"""Very Good Loan service"""|                                 I approached the bank directly when i purchased the loan. The service has been good and it took 2 months to sanctioned the loan. I got the loan 15 years back and the interest rate was 11 to 13.5%. Still the EMI is going since i have chosen the EMI for 20 years. I have been paying the premium of Rs. 20000 through net banking. | MURTHY  |                                     , bangalore|                                     Reviewed on Jul 13, 2019
ICICI Bank| Credit Card|"""Yet to explore the card"""|                                 Process of getting the credit card is low. Since i want try for different card, i bought my ICICI card. It took 15 days to delivered the card. They have given me a credit limit of Rs. 1.72 lakhs. They will waive off my annual fee based on the usage because monthly will be more than Rs. 25000 in a month. |HARA |                                     , bangalore|                                     Reviewed on Jul 13, 2019
ICICI Bank| Credit Card|"""Good"""|                                 I am using a credit card from ICICI Bank. I received the card on time. Annual fee is application. I pay Rs. 400 for annual charges. Credit limit is nominal. There is reward points and cash back offers. ICICI Bank customer service is really good. |SM|                                     , chennai|                                     Reviewed on Jul 13, 2019
ICICI Bank| Credit Card|"""Good service"""|                                 I have selected ICICI my trip  platinum credit card past 2 months ago , sufficient limit is  is provide from baker end , annual Rs 500. Payment  wil be get credits quickly. Documents submitted through  executive so there is no delay  receive credit card . customer service is good and responsive , all notification message an email communication from banker end  . |SAVKARE|                                     , chennai|                                     Reviewed on Jul 13, 2019
ICICI Bank| Saving Account|"""Need improvement on support"""|"                                 Past 7 years I am using ICICI bank, they doing lots of changes on the money deposit and transactions but only thing I couldn't reach the executive. When I had an issue to get my new debit card there was no response. However the bank has more network like bank and atm.
 "| PR |                                     , chennai|                                     Reviewed on Jul 13, 2019
ICICI Bank| Credit Card|"""Major improvement  required on helpdesk"""|                                 I was trying to reach the ICICI customer service but I couldn't connect with them on time, the IVR is not upto the mark and unable to speak to their customer service, they need lots of improvement on their help desk. The offers are okay as like other card.| PRABHU|                                     , chennai|                                     Reviewed on Jul 12, 2019
ICICI Bank| Credit Card|"""Best card"""|                                 I get a fuel sur charges waiver and movie ticket, recharges and too many things i do with this card. Holding the ICICI card for more than 4 years and i never faced any issues. All my transactions are smooth every time and the card is very much safe and secure to use. |KUMAR  PAL|                                     , new delhi|                                     Reviewed on Jul 12, 2019
ICICI Bank| Saving Account|"""Need to improve customer service"""|                                 I am holding a savings account  in ICICI bank for more than 15 years. There is no hidden charges in this bank. It is a  zero balance account. I am using mobile app and it is user friendly to access. I use to get an alert messages from bank whenever I do a transactions. The customer service is no proper response when I try to contact them.|AR|                                     , new delhi|                                     Reviewed on Jul 11, 2019
ICICI Bank| Saving Account|"""Good"""|                                 I am holding a salary account  in ICICI bank for more than 5 years. There is no hidden charges in this bank. It is a  zero balance account. I am using net banking and it user friendly to access. I use to get an alert messages from bank whenever I do a transactions. ATMs and branches are near to reach them directly.|BI|                                     , mumbai|                                     Reviewed on Jul 11, 2019
ICICI Bank| Home Loan|"""Good"""|                                 I have taken a home loan in ICICI bank for more than 6 months before which was applied directly to bank. The process was smooth but I have no get status update from banker. The amount was sufficient for the tenure of 25 years. The rate of interest and fee  are average. | SHUKLA|                                     , mumbai|                                     Reviewed on Jul 11, 2019
ICICI Bank| Credit Card|"""Good card"""|                                 ICICI is a good card and i don't have any concern with that. I'm using the card for last 10 years. I'm not much satisfied with the call centre response because If we raise any issue, we will get a SMS immediately but further actions are getting delayed. | RAMCHANDRA SHAH|                                     , pune|                                     Reviewed on Jul 11, 2019
ICICI Bank| Credit Card|"""Good"""|                                 I had really a very good experience with ICICI credit card what i have been applied for. Till now i have not faced any issue with my card. ICICI mobile application is very user friendly to access. Their customer service is very good. Atm and bank branch is near by my residence.|RAHUL|                                     , new delhi|                                     Reviewed on Jul 11, 2019
ICICI Bank| Credit Card|"""Good card"""|"                                 
 I've been using the ICICI BANK   credit card for a while. I use this card for all purpose and i use to get proper mail and messages . The service is good, there are no unwanted charges.  The limit is very good. So far it has been a very good experience with the card their services. 
 "|BADH |                                     , bangalore|                                     Reviewed on Jul 11, 2019
ICICI Bank| Saving Account|"""Good service"""|"                                 I did not face any issue at the time of document collection . Net banking is very easy to use . 
 Customer service is up to the mark . The banking services and process was very quick and smooth with this bank .My salary account was taken with  ICICI   BANK . Zero balance account . 
 "|SHAR|                                     , noida|                                     Reviewed on Jul 11, 2019
ICICI Bank| Credit Card|"""Good card"""|"                                 
 My application has been approved with ICICI BANK credit card . I  can enjoy with more benefits and with more offers .  The response was fast the whole application process was easy and hassle free. There is no annual fee at the time of getting the card . Overall it is good . 
 "|ABHISH|                                     , noida|                                     Reviewed on Jul 11, 2019
ICICI Bank| Saving Account|"""Good service"""|"                                 I am using the ICICI  BANK salary account for the last two years and i am quite satisfied with the services provided by them. It is my salary account and the internet banking and mobile banking services of them had been convenient in using. I use the acccount for regular trasnsactions.
 "|RAIKWAR|                                     , navi mumbai|                                     Reviewed on Jul 11, 2019
ICICI Bank| Personal Loan|"""Best service"""|"                                 I had applied for a personal loan with ICICI  BANK  ,  i got that approved with in few days  . The service given was good. The tenure period is fine . Customer service was good and they collected documents on time. The rate of interest is FINE . Overall it is good experience . 
 "|RAIKW|                                     , navi mumbai|                                     Reviewed on Jul 11, 2019
ICICI Bank| Personal Loan|"""Hassle free experience"""|                                 I took Rs. 2.80 lakhs of loan from ICICI with 10.9% of interest, they called and send the person to collect the papers within three days of time. They approved the loan and sanctioned the amount, I don't want to visit to the bank everything happened through the phone.| UPADHYAY|                                     , thane|                                     Reviewed on Jul 11, 2019
ICICI Bank| Credit Card|"""Good card"""|"                                 I am using the ICICI BANK  salary  account for the last few years, the services which they had been providing so far had been good. Their customer support response has been good and they have a very good mobile application. There was no additional charges made by them.
 "|KU|                                     , bokaro|                                     Reviewed on Jul 11, 2019
ICICI Bank| Car Loan|"""Good service"""|"                                 I have take car loan with ICICI  BANK . The process of getting the loan was very simple it is  like within 2 days i got my loan . The rate of interest is very nominal compare to other in the market and the loan amount which i require i got the same . Overall it has been good experience . 
 "|K|                                     , bokaro|                                     Reviewed on Jul 11, 2019
ICICI Bank| Personal Loan|"""Good service"""|"                                 ""
 I applied for a personal  loan and it happened to process quick. It took just a week time to get things done. Tenure period and the rate of interest is less here . I applied my loan with ICICI BANK  . Overall it has been good experience with this bank . I am happy with customer service and response . ""
 "|P|                                     , bokaro|                                     Reviewed on Jul 11, 2019
ICICI Bank| Credit Card|"""Good"""|"                                 I am holding ICICI master card. Overall service is very good offers are applicable like rewards points. Really happy with the customer service use to receive transaction message on time. Atm and bank are near by residence and makes me more comfortable
 "|QA|                                     , ahmedabad|                                     Reviewed on Jul 11, 2019
ICICI Bank| Credit Card|"""Good"""|"                                 The card what i am using is ICICI platinum ship card.They use to charge me with the annual fee of 500 Rs per year still i am ok with that. I have not faced any issue related with icici bank Overall service is very good offers are applicable like rewards points. 
 "|S|                                     , ahmedabad|                                     Reviewed on Jul 11, 2019
ICICI Bank| Saving Account|"""Its Excellent"""|                                 Best feature with ICICI Bank , back side of my debit card there is a unique code it should be mentioned all the time during  online transactions so its very secured.The bank  staffs are very cooperative, the bank gave me zero balance maintenance.|TO |                                     , mumbai|                                     Reviewed on Jul 11, 2019
ICICI Bank| Credit Card|"""Good in deals and services"""|                                 I bank with ICICI Bank for the credit card and the banking experience is good. The customer services and response is good as well. There are good deals and there are no charges for the card. The statements are sent to me on time and in all a good process till date.|A  M|                                     , hyderabad|                                     Reviewed on Jul 11, 2019
ICICI Bank| Saving Account|"""Good bank"""|                                 I been a customer of ICICI Bank for the savings account. The customer services are excellent and I have no faced any issues with them. . The online banking is also too good and I can do all my banking with ease without having to visit the bank in person.|AB HAY  |                                     , kolkata|                                     Reviewed on Jul 11, 2019
ICICI Bank| Credit Card|"""Experience is good"""|                                 There are good offers on the credit card with ICICI Bank. The customer services are also good. The credit limit is also good and satisfactory. The card has no charges and I have not faced any hassle till date while using the card. Good overall.|ABHAY  KUMAR|                                     , kolkata|                                     Reviewed on Jul 11, 2019
ICICI Bank| Saving Account|"""Good"""|"                                 I am holding salary account with ICICI bank which is good to use. I use to get offers through icici bank but i have not used yet. I use to get transaction message and email on time. I would prefer that ICICI bank is best and it is safe and secured to do transaction
 "|NA|                                     , pune|                                     Reviewed on Jul 19, 2019
ICICI Bank| Credit Card|"""Average"""|                                 ICICI Bank is given me a normal card which am not interested and am planning to return the card. I am using Platinum & Coral credit card for last 6 years. The credit limits remains the same from the beginning. The customer service is average. They don't charge annual fee for both cards.|VAM|                                     , hyderabad|                                     Reviewed on Jul 18, 2019
ICICI Bank| Saving Account|"""Excellent"""|                                 I am holding a salary account  in ICICI bank for more than 2 years. There is no hidden charges in this bank. It is a  zero balance account. I am using mobile app and it is user friendly to access. I use to get an alert messages from bank whenever I do a transactions.|KAR|                                     , hyderabad|                                     Reviewed on Jul 18, 2019
ICICI Bank| Personal Loan|"""GOOD LOAN"""|                                 I am using the loan since from last 8 months, the duration for repaying the loan was 5 years. The documentation process was simple and got the loan quickly, there was a processing fee of 1% also they have given the life insurance. The loan amount given was 7L, the rate of interest was 10.99%.|C|                                     , hyderabad|                                     Reviewed on Jul 18, 2019
ICICI Bank| Credit Card|"""Need to enhance the credit limit"""|                                 I have taken ICICI bank credit card for more than 6 months which was processed directly to bank. On time I received a card. The credit limit is okay and not much sufficient for the usage. I use this card for shopping purpose. The customer service is good and responsive. |RATNA|                                     , hyderabad|                                     Reviewed on Jul 18, 2019
ICICI Bank| Credit Card|"""Not a great card for deals"""|                                 ICICI has given me a grace period of 48 hours and there is negligible of offers and deal with the retailer and the offered was very low. No cost EMI is not available in most of the cases. Their rewards points get transferred to payback points which is good for using in Bigbazaar but cannot used in all the places.|   TANWIR|                                     , kolkata|                                     Reviewed on Jul 18, 2019
ICICI Bank| Saving Account|"""Very Good bank account"""|                                 ICICI was my first salary account after that i have converted into my savings account. No minimum balance is required. Their mobile app and online banking is very good. If i have a any requirement, i visit their branch and i am associated with them for more than 3 years because of the satisfied services|ANONYMS|                                     , coimbatore|                                     Reviewed on Jul 18, 2019
ICICI Bank| Personal Loan|"""Process is good"""|                                 I also have a personal loan with ICICI Bank. The service and response is good. The documentation was also taken on time. The loan was provided in a timely manner. The rate of interest and processing charges was high at that moment as I was then working for a private firm. Now since I am in one listed corporate company, I am sure the interest rate would be lesser if I do take a top up in the future. |S  L REDDY|                                     , hyderabad|                                     Reviewed on Jul 18, 2019
ICICI Bank| Credit Card|"""More than satisfactory"""|                                 It was a good experience with ICICI Bank for the credit card. It was processed on time and I am happy with the credit limit. There are good offers on the card and there are no charges taken annually. The customer services was good overall and responsive too.|LINGA|                                     , hyderabad|                                     Reviewed on Jul 18, 2019
ICICI Bank| Saving Account|"""Satisfactory"""|                                 The services are good at ICICI Bank and the online banking is very good. They provide the best of customer service and the net banking services are also excellent. The online banking is fine and it is convenient to use and complete my transactions.|REDDY|                                     , hyderabad|                                     Reviewed on Jul 18, 2019
ICICI Bank| Saving Account|"""Average balance should be less"""|"                                 ICICI BANK is okay but the minimum balance is very high. I need to maintain a minimum balance of 10K. I am using the savings account for last one year. The online services are good. Non maintenance charges are okay. There is no charges for online transfer and rate of interest is okay.
 "|USER|                                     , bangalore|                                     Reviewed on Jul 18, 2019
ICICI Bank| Credit Card|"""Good Card"""|                                 ICICI is a good card to use and 1 year ago i have taken this card. The credit limit is very less which is around Rs. 38000 and I'm not happy about it. The annual fee will get waived off if i use certain limit other wise i need to pay Rs. 1000.  Since my account average balance was high hence they have given me a credit card without any documentation. |DEV|                                     , coimbatore|                                     Reviewed on Jul 18, 2019
ICICI Bank| Credit Card|"""UNHAPPY SERVICE """|                                 I have selected  ICICI coral credit card  Past 1.5 years . From the customer care informed that wrong commitments for feather credit card  my show voucher  movie ticket    free . while filling  petrol pump waiver .I will received rewards points, convert  in to cash .While spending Rs  90,000 annual chargers will be waiver off  Rs 500, EMI option is applicable . Already i spends annual Rs 90,000 total rewards point is not applicable like its has intimate from banker end  .There is no sufficient limit is provide from banker end.while calling to customer care its  paid  toll free number. customer service is not responding.|KUSHAL |                                     , mumbai|                                     Reviewed on Jul 18, 2019
